project_type,location,total_area_sqft,num_floors,num_workers,planned_duration_days,material_quality,complexity_level,has_basement,weather_risk_zone,contractor_experience_years,soil_type,water_table_level,distance_from_city_km,site_accessibility,floor_height_ft,foundation_type,num_bathrooms,electrical_load_kw,finishing_level,site_topography,actual_cost,actual_duration_days
residential,Nagpur,4000,3,31,162,standard,low,True,moderate,8,sandy,shallow,36,easy,14,raft,7,30,standard,gentle_slope,20717000.0,155
residential,Kanpur,7300,3,49,483,economy,high,False,moderate,5,clay,deep,10,easy,10.5,pile,12,53,standard,flat,34458000.0,493
commercial,Meerut,42300,7,262,730,economy,medium,False,moderate,12,rocky,deep,0,moderate,11,raft,50,565,basic,hilly,243288000.0,740
industrial,Rajkot,16700,3,45,610,standard,low,False,moderate,7,normal,high,19,moderate,12,isolated,10,514,standard,hilly,95479000.0,632
residential,Kanpur,2500,1,17,117,standard,medium,False,moderate,13,normal,deep,43,moderate,10,strip,3,12,premium,flat,10030000.0,108
commercial,Warangal,47400,1,274,730,standard,medium,False,moderate,14,normal,moderate,0,easy,10,isolated,50,407,premium,flat,202989000.0,727
infrastructure,Nagpur,4100,2,27,201,premium,high,False,moderate,12,clay,moderate,8,moderate,9,pile,2,20,standard,flat,48738000.0,205
infrastructure,Patna,4100,2,25,151,standard,low,False,high,1,clay,deep,0,easy,10.5,raft,4,11,premium,flat,31757000.0,152
residential,Gandhinagar,2800,1,16,134,standard,medium,False,moderate,10,sandy,shallow,57,remote,10.5,isolated,5,19,standard,gentle_slope,14819000.0,139
commercial,Gurgaon,14200,1,61,285,economy,low,False,high,3,rocky,deep,13,easy,16,strip,17,230,standard,flat,60829000.0,274
commercial,Vadodara,11000,5,88,523,standard,high,False,moderate,1,normal,moderate,0,easy,11,raft,12,168,standard,flat,126476000.0,526
industrial,Warangal,58900,3,347,730,premium,medium,False,moderate,7,normal,deep,29,easy,20,strip,29,1858,luxury,flat,664256000.0,717
residential,Jamshedpur,7000,3,37,427,standard,high,False,moderate,9,normal,deep,8,easy,11,isolated,11,51,basic,flat,23393000.0,421
commercial,Tirupati,28800,8,305,730,standard,medium,False,high,12,rocky,deep,7,easy,12,pile,38,549,standard,steep_slope,357891000.0,731
residential,Faridabad,6900,4,52,480,standard,medium,False,high,7,rocky,shallow,0,moderate,12,strip,11,21,premium,flat,48732000.0,485
residential,Raipur,4900,2,41,238,economy,low,False,moderate,7,clay,moderate,12,moderate,12,raft,8,35,basic,gentle_slope,12317000.0,224
industrial,Jamshedpur,56900,1,215,730,economy,medium,False,moderate,10,normal,shallow,13,easy,16,strip,27,1436,basic,flat,121289000.0,718
industrial,Bhopal,50900,2,254,730,standard,high,False,moderate,7,marshy,deep,0,moderate,18,raft,25,1649,standard,flat,358435000.0,761
residential,Jaipur,3100,3,18,176,standard,medium,False,high,3,normal,shallow,18,easy,10,raft,7,20,standard,flat,15159000.0,175
commercial,Aligarh,16300,4,108,625,standard,medium,False,moderate,9,rocky,deep,18,easy,14,strip,22,216,standard,flat,96372000.0,628
residential,Raipur,1500,2,8,81,standard,medium,False,moderate,11,normal,shallow,29,moderate,10,isolated,1,11,standard,hilly,7243000.0,85
industrial,Surat,20700,3,68,430,standard,medium,False,high,5,sandy,shallow,12,easy,18,raft,11,618,premium,flat,149493000.0,437
residential,Goa,5100,1,23,217,standard,high,False,high,5,sandy,deep,0,easy,12,pile,9,35,premium,flat,33189000.0,250
residential,Kochi,5000,1,33,202,economy,medium,False,high,6,normal,deep,41,difficult,11,isolated,8,34,basic,gentle_slope,14333000.0,210
industrial,Guwahati,14700,2,49,421,standard,medium,False,high,9,marshy,deep,0,moderate,14,pile,9,363,premium,flat,106879000.0,447
residential,Raipur,8000,2,71,343,standard,low,False,moderate,8,normal,deep,26,easy,11,isolated,15,48,standard,flat,19631000.0,328
residential,Bhubaneswar,2600,3,13,135,standard,low,False,high,9,sandy,shallow,0,moderate,14,raft,3,16,standard,steep_slope,12851000.0,137
industrial,Lucknow,78900,2,221,730,economy,medium,False,moderate,7,normal,deep,0,moderate,20,isolated,39,1542,standard,flat,186498000.0,749
industrial,Vellore,7600,2,21,236,economy,medium,False,moderate,1,normal,deep,34,moderate,14,strip,5,202,basic,flat,12367000.0,261
infrastructure,Chennai,16800,2,134,730,economy,low,False,high,8,normal,moderate,17,moderate,10,raft,11,76,basic,flat,63760000.0,725
residential,Mysore,1900,3,16,74,economy,medium,False,moderate,7,marshy,deep,3,easy,12,pile,4,12,basic,flat,7133000.0,68
commercial,Srinagar,28800,4,136,730,standard,high,False,high,5,sandy,deep,31,moderate,16,isolated,37,238,basic,flat,189290000.0,775
residential,Jodhpur,6600,3,41,323,premium,low,False,moderate,9,rocky,high,34,moderate,10,strip,13,33,luxury,gentle_slope,74153000.0,346
infrastructure,Hubli,4200,1,19,164,standard,high,False,low,1,sandy,shallow,8,moderate,10.5,strip,3,13,premium,hilly,41687000.0,181
residential,Ahmedabad,7700,2,49,302,economy,medium,False,moderate,9,normal,moderate,3,moderate,9,isolated,14,36,basic,flat,19284000.0,305
commercial,Nashik,34200,6,346,730,standard,medium,False,moderate,6,normal,moderate,8,easy,14,pile,42,280,standard,gentle_slope,239551000.0,735
industrial,Kanpur,8900,2,41,237,premium,medium,False,moderate,12,marshy,high,41,moderate,18,strip,5,379,standard,gentle_slope,74503000.0,238
infrastructure,Thiruvananthapuram,22700,1,180,730,economy,low,False,high,7,sandy,shallow,0,easy,11,strip,16,118,basic,flat,57736000.0,719
industrial,Hubli,39300,3,193,730,standard,high,True,low,6,rocky,deep,24,difficult,16,isolated,18,595,basic,gentle_slope,279996000.0,751
residential,Lucknow,2900,4,30,171,economy,high,False,moderate,13,rocky,moderate,67,remote,11,raft,4,20,basic,gentle_slope,17348000.0,189
residential,Jodhpur,4300,3,27,238,economy,medium,False,moderate,9,marshy,moderate,0,easy,10,pile,7,19,basic,steep_slope,14879000.0,254
commercial,Indore,31000,6,245,730,standard,high,False,moderate,9,normal,high,31,moderate,16,raft,40,540,standard,gentle_slope,408479000.0,751
residential,Amritsar,6700,1,30,292,economy,medium,False,moderate,20,normal,deep,68,remote,10.5,isolated,13,33,basic,gentle_slope,16247000.0,281
residential,Meerut,900,2,5,67,standard,low,True,moderate,6,rocky,moderate,9,moderate,9,raft,1,3,standard,gentle_slope,3566000.0,71
industrial,Lucknow,58600,3,375,730,standard,low,True,moderate,8,normal,deep,0,difficult,14,isolated,31,2325,standard,flat,275448000.0,728
residential,Visakhapatnam,5600,2,26,203,standard,medium,False,high,5,marshy,moderate,21,difficult,11,pile,11,24,premium,steep_slope,60867000.0,216
residential,Udaipur,2200,3,18,127,economy,medium,False,high,13,sandy,deep,6,moderate,12,raft,3,11,basic,flat,5317000.0,130
industrial,Tirupati,35700,1,130,730,premium,medium,False,moderate,6,normal,high,26,difficult,12,pile,19,687,premium,flat,360173000.0,734
commercial,Lucknow,22400,4,184,720,economy,low,True,moderate,13,rocky,moderate,27,moderate,14,isolated,30,278,basic,gentle_slope,107870000.0,731
commercial,Warangal,15300,6,113,691,premium,low,False,moderate,14,normal,shallow,8,difficult,11,pile,19,278,premium,steep_slope,246038000.0,699
commercial,Chandigarh,29600,1,95,596,premium,high,True,high,15,normal,high,8,moderate,12,isolated,39,475,premium,gentle_slope,453287000.0,645
residential,Ahmedabad,1600,4,15,81,standard,medium,False,moderate,9,sandy,deep,0,moderate,16,raft,2,6,basic,flat,7727000.0,74
commercial,Guwahati,12900,4,78,380,premium,medium,True,high,6,normal,deep,34,difficult,14,raft,15,208,luxury,flat,198495000.0,410
residential,Tirupati,2000,1,11,66,premium,high,False,moderate,4,sandy,deep,0,easy,11,raft,4,9,premium,flat,15969000.0,83
industrial,Madurai,63000,3,335,730,standard,high,False,moderate,9,normal,high,38,moderate,20,raft,31,2572,premium,flat,499676000.0,748
commercial,Bareilly,31600,2,118,730,standard,medium,False,moderate,3,sandy,moderate,0,easy,14,isolated,40,272,standard,flat,123179000.0,721
residential,Jamshedpur,5300,3,53,286,economy,medium,False,moderate,8,normal,moderate,27,moderate,10,strip,8,33,basic,flat,13224000.0,275
commercial,Coimbatore,28600,6,173,730,standard,medium,True,low,6,marshy,deep,0,easy,11,raft,35,497,standard,flat,253794000.0,742
residential,Noida,6400,2,56,236,economy,high,False,high,6,normal,moderate,0,easy,11,isolated,11,29,basic,gentle_slope,20967000.0,238
commercial,Thanjavur,23100,5,184,730,standard,medium,False,moderate,7,sandy,moderate,14,easy,12,raft,29,370,standard,flat,129505000.0,731
commercial,Chandigarh,13400,2,58,347,standard,medium,False,moderate,7,normal,deep,15,moderate,12,isolated,16,192,standard,flat,67299000.0,348
commercial,Hubli,36200,6,218,730,standard,medium,False,low,7,marshy,deep,0,moderate,11,raft,45,476,premium,flat,314094000.0,753
commercial,Lucknow,32700,8,356,730,premium,medium,False,moderate,1,normal,shallow,0,moderate,12,raft,39,356,premium,flat,661462000.0,735
residential,Chennai,3200,4,26,229,standard,high,False,high,5,rocky,moderate,11,easy,12,isolated,6,13,standard,flat,21417000.0,236
industrial,Dehradun,16500,3,89,314,standard,medium,False,high,17,sandy,moderate,47,moderate,14,isolated,9,810,standard,steep_slope,103322000.0,305
infrastructure,Kochi,10900,2,56,418,standard,high,True,moderate,5,marshy,deep,45,difficult,10.5,pile,8,61,standard,hilly,189082000.0,441
residential,Pondicherry,5500,3,42,230,economy,high,False,high,7,marshy,moderate,33,easy,10,raft,10,29,standard,gentle_slope,35301000.0,250
residential,Pondicherry,3200,2,18,183,standard,high,False,high,2,normal,deep,40,moderate,14,isolated,6,20,basic,gentle_slope,13682000.0,198
infrastructure,Goa,3100,1,18,107,standard,medium,False,low,8,normal,deep,1,moderate,9,raft,4,12,standard,gentle_slope,15805000.0,100
residential,Noida,6200,1,35,286,standard,high,False,high,1,normal,moderate,19,easy,11,isolated,12,42,basic,gentle_slope,26041000.0,309
residential,Guntur,1400,1,8,69,premium,medium,False,low,8,normal,moderate,44,moderate,10,pile,3,6,premium,gentle_slope,12918000.0,55
industrial,Madurai,19700,2,60,445,economy,high,False,moderate,11,normal,deep,20,easy,18,strip,9,649,basic,flat,42837000.0,445
commercial,Surat,28200,6,267,730,economy,low,False,low,6,clay,deep,0,easy,16,pile,35,515,standard,flat,219794000.0,724
residential,Thrissur,4900,3,28,217,economy,high,False,high,9,normal,shallow,0,moderate,11,raft,7,20,basic,gentle_slope,18173000.0,208
commercial,Aurangabad,11600,4,69,546,standard,high,False,moderate,5,normal,shallow,26,moderate,12,raft,15,220,premium,steep_slope,114972000.0,552
commercial,Jaipur,18000,8,196,730,economy,medium,True,high,6,sandy,high,49,moderate,14,pile,24,335,basic,gentle_slope,160507000.0,743
infrastructure,Guntur,15000,2,106,445,standard,medium,False,moderate,8,sandy,shallow,46,moderate,12,isolated,11,75,standard,flat,82678000.0,430
infrastructure,Salem,8000,1,55,208,standard,medium,False,low,8,sandy,shallow,26,difficult,12,strip,6,23,premium,flat,66372000.0,205
residential,Varanasi,3600,1,23,169,economy,high,False,high,7,clay,moderate,0,moderate,10,strip,5,17,standard,flat,11403000.0,197
infrastructure,Trichy,18700,1,148,550,economy,high,False,moderate,5,rocky,high,43,difficult,11,isolated,14,75,basic,flat,95505000.0,548
industrial,Warangal,63000,3,349,730,economy,high,False,moderate,8,rocky,high,48,difficult,12,raft,33,2086,basic,gentle_slope,288002000.0,736
industrial,Aurangabad,14000,1,52,412,premium,medium,False,moderate,7,normal,deep,8,difficult,14,isolated,7,552,premium,flat,78757000.0,407
commercial,Nagpur,31000,6,315,730,standard,low,False,moderate,5,sandy,moderate,0,moderate,11,pile,40,505,standard,gentle_slope,273982000.0,735
residential,Chennai,6000,1,35,220,standard,low,False,high,11,normal,high,8,easy,10.5,isolated,10,28,standard,flat,18205000.0,226
residential,Meerut,3400,3,33,179,economy,medium,False,moderate,11,marshy,deep,26,moderate,10,raft,5,23,basic,gentle_slope,12064000.0,179
industrial,Bangalore,21000,3,132,467,economy,medium,False,low,11,clay,shallow,22,difficult,16,raft,10,1027,basic,gentle_slope,82136000.0,466
industrial,Coimbatore,48400,2,128,730,standard,medium,True,low,1,rocky,moderate,0,moderate,20,raft,24,2291,standard,flat,306541000.0,768
residential,Nagpur,7800,2,54,427,standard,medium,False,moderate,7,rocky,high,27,difficult,10,strip,13,46,basic,hilly,44180000.0,436
infrastructure,Udaipur,7800,1,42,313,premium,medium,False,low,8,clay,deep,31,difficult,14,pile,7,23,luxury,gentle_slope,156078000.0,340
residential,Salem,4600,3,46,183,standard,high,False,low,9,clay,moderate,30,moderate,10,raft,6,31,premium,flat,35086000.0,172
commercial,Hubli,45600,8,467,730,standard,medium,False,low,9,sandy,moderate,6,easy,10,pile,50,573,standard,gentle_slope,392045000.0,731
industrial,Coimbatore,60600,2,239,730,standard,low,False,high,4,clay,shallow,10,difficult,20,raft,30,2083,premium,hilly,446226000.0,749
residential,Agra,7200,3,66,367,economy,medium,False,high,2,normal,moderate,19,easy,14,raft,11,29,basic,flat,18308000.0,379
residential,Mangalore,1400,1,5,67,economy,medium,False,high,4,rocky,deep,3,moderate,10.5,isolated,4,6,basic,steep_slope,3449000.0,71
industrial,Visakhapatnam,37300,3,141,730,economy,high,False,high,6,marshy,moderate,10,easy,16,pile,19,1738,basic,flat,225283000.0,735
residential,Patna,4700,1,29,152,standard,low,False,high,10,normal,moderate,0,moderate,9,raft,8,18,standard,flat,13801000.0,157
infrastructure,Amritsar,20800,1,91,730,economy,high,False,moderate,10,rocky,high,30,moderate,10.5,strip,14,71,basic,flat,108781000.0,739
commercial,Thiruvananthapuram,3700,8,43,169,premium,high,False,high,5,normal,deep,0,easy,11,strip,4,43,luxury,flat,118930000.0,181
commercial,Coimbatore,21500,4,160,730,standard,medium,False,low,17,marshy,moderate,25,difficult,14,raft,25,383,premium,flat,271273000.0,718
infrastructure,Kochi,22800,1,164,730,premium,low,False,high,6,normal,moderate,38,moderate,10,isolated,16,98,premium,hilly,313268000.0,730
residential,Varanasi,2100,4,13,133,economy,high,False,moderate,10,sandy,high,28,difficult,12,isolated,3,14,basic,flat,7648000.0,143
residential,Noida,5900,4,40,319,economy,low,False,high,9,marshy,deep,12,easy,10,raft,9,26,standard,gentle_slope,28355000.0,326
commercial,Pune,33100,3,215,730,economy,low,False,moderate,17,normal,high,3,moderate,11,raft,42,421,standard,flat,129825000.0,717
commercial,Thanjavur,34300,6,280,730,premium,low,True,moderate,10,marshy,high,40,difficult,11,strip,43,481,premium,flat,650189000.0,747
commercial,Kolkata,13800,4,88,693,standard,low,False,high,12,rocky,high,24,easy,14,isolated,19,188,standard,gentle_slope,94169000.0,705
commercial,Jaipur,9400,6,64,411,premium,medium,False,high,7,rocky,high,23,easy,12,strip,13,166,luxury,flat,188329000.0,423
residential,Mumbai,7100,1,33,243,standard,high,False,low,4,clay,shallow,9,easy,10,raft,12,39,premium,flat,48329000.0,241
residential,Thanjavur,5700,3,35,384,standard,medium,False,moderate,3,sandy,shallow,0,difficult,10.5,strip,11,28,standard,flat,21472000.0,382
residential,Kochi,5900,1,44,305,standard,high,False,low,1,normal,deep,5,easy,10,strip,9,27,standard,steep_slope,35268000.0,291
commercial,Nashik,39900,5,316,730,premium,high,True,moderate,7,normal,deep,28,moderate,10,raft,50,474,luxury,hilly,1389238000.0,756
residential,Jabalpur,7200,3,65,376,standard,high,False,low,8,normal,deep,23,difficult,14,raft,11,32,standard,gentle_slope,46045000.0,362
industrial,Srinagar,40600,1,113,730,economy,low,False,high,7,normal,deep,21,moderate,12,raft,20,660,standard,steep_slope,129863000.0,752
commercial,Patna,44700,8,354,730,economy,medium,False,high,15,normal,deep,0,easy,10,pile,50,415,basic,gentle_slope,236509000.0,726
commercial,Guwahati,47500,1,216,730,standard,medium,True,high,5,sandy,deep,29,easy,10,isolated,50,592,standard,flat,209818000.0,750
industrial,Kolkata,29300,3,175,730,standard,medium,False,moderate,4,clay,shallow,15,easy,18,pile,15,1457,standard,flat,229662000.0,730
infrastructure,Varanasi,21500,1,120,542,economy,low,False,moderate,7,sandy,moderate,14,easy,10.5,isolated,16,117,basic,flat,50000000.0,553
commercial,Thanjavur,43700,8,516,730,economy,medium,False,moderate,4,rocky,deep,0,easy,12,pile,50,509,basic,flat,229102000.0,737
industrial,Goa,35500,2,164,646,standard,medium,False,high,1,rocky,deep,49,moderate,18,isolated,18,901,standard,gentle_slope,250401000.0,654
residential,Pune,1300,4,7,81,economy,medium,False,low,4,rocky,deep,0,easy,16,isolated,3,6,basic,gentle_slope,4860000.0,89
residential,Chennai,1600,4,8,92,standard,high,False,high,11,normal,moderate,0,difficult,11,isolated,4,11,premium,flat,11002000.0,98
residential,Chandigarh,5200,2,32,248,economy,low,False,moderate,16,clay,moderate,24,moderate,10.5,raft,7,36,standard,steep_slope,19730000.0,242
residential,Chandigarh,3300,3,18,199,economy,high,True,moderate,1,normal,moderate,0,easy,10,strip,6,21,basic,hilly,17502000.0,221
commercial,Goa,49000,3,234,730,standard,medium,False,high,1,sandy,moderate,18,easy,11,raft,50,598,premium,flat,431434000.0,758
commercial,Ranchi,21600,4,107,730,standard,medium,False,moderate,13,sandy,shallow,0,easy,11,strip,28,175,basic,flat,113796000.0,736
industrial,Udaipur,66300,3,334,730,economy,high,False,low,11,rocky,shallow,4,difficult,18,isolated,35,3139,standard,gentle_slope,254719000.0,727
infrastructure,Thanjavur,5000,2,44,232,standard,high,False,moderate,12,marshy,shallow,68,difficult,10,pile,3,16,standard,flat,55729000.0,247
residential,Amritsar,6300,1,43,197,standard,high,False,moderate,7,normal,shallow,7,difficult,14,raft,12,46,standard,flat,37303000.0,195
residential,Surat,7900,2,54,303,standard,medium,False,high,7,clay,deep,18,moderate,10.5,pile,15,26,premium,flat,58039000.0,308
commercial,Vadodara,14800,1,75,351,economy,medium,False,low,10,normal,deep,8,easy,12,isolated,20,192,basic,flat,29427000.0,352
residential,Jamshedpur,2500,1,15,129,premium,high,True,moderate,9,rocky,deep,22,easy,10.5,strip,6,13,luxury,steep_slope,38175000.0,141
commercial,Visakhapatnam,48700,6,446,730,standard,high,False,high,5,clay,shallow,18,easy,14,raft,50,909,standard,gentle_slope,613032000.0,742
industrial,Tirupati,59900,1,291,730,standard,low,False,moderate,3,marshy,deep,24,moderate,14,strip,28,1875,standard,gentle_slope,233358000.0,726
residential,Gurgaon,7100,1,37,290,economy,medium,False,high,11,normal,moderate,22,easy,10.5,pile,13,22,basic,gentle_slope,23964000.0,275
infrastructure,Coimbatore,16800,2,138,628,standard,medium,False,low,7,clay,shallow,0,moderate,9,raft,10,57,basic,gentle_slope,109467000.0,618
